src2dst_mean_piat_ms,dst2src_mean_piat_ms,src2dst_mean_ps,dst2src_mean_ps,src2dst_stddev_piat_ms,dst2src_stddev_piat_ms,src2dst_stddev_ps,dst2src_stddev_ps,src2dst_packets,dst2src_packets,src2dst_bytes,dst2src_bytes,src_port,dst_port,protocol,stream_type
85.66101694915261,12.724068479355484,94.2331081081081,1256.900855561147,357.9596759379493,141.36754316930845,127.64278698629604,200.73910945484928,296.0,1987.0,27893.0,2497462.0,58294.0,443.0,17.0,0.0
6.770394133822186,41.29510489510489,1205.0128293241685,83.9776536312849,40.530438741404325,92.53942102580666,271.42793271597657,88.59858120111457,4365.0,716.0,5259881.0,60128.0,443.0,60275.0,17.0,0.0
35.994923857868066,7.621440085975294,86.94043092522185,1223.513564329843,159.99206611402676,75.15001857179645,98.33298474391262,256.6630642506063,789.0,3723.0,68596.0,4555141.0,59308.0,443.0,17.0,0.0
0.7895315895150874,6.599908024833278,1289.9860828428436,79.6117241379312,17.355547421153332,49.50382104504271,47.5953813127028,45.49204990207296,36358.0,4350.0,46901314.0,346311.0,443.0,52596.0,17.0,0.0
4.468536657761951,0.5293311066186172,78.55349458376602,1290.981542031435,4.460368084067532,2.007003379862149,33.19407270327395,31.391801034255383,6739.0,56886.0,529372.0,73438776.0,52596.0,443.0,17.0,0.0
3.550719550719544,0.7013590348079339,78.5772110435188,1287.8321584579376,18.9487983260362,8.600062970386942,34.91100527830027,69.65076805370526,8548.0,43267.0,671678.0,55720634.0,51223.0,443.0,17.0,0.0
114.71255060728744,12.824648844585395,89.54032258064524,1284.9311594202902,997.7208551703432,336.78597895492493,111.03852044843396,89.38521212656323,248.0,2208.0,22206.0,2837128.0,53836.0,443.0,17.0,1.0
64.87593984962406,9.45013623978201,93.24719101123594,1275.3453159041374,656.5173492254555,251.23718323453164,99.09575541908904,130.6459597365567,267.0,1836.0,24897.0,2341534.0,51357.0,443.0,17.0,1.0
92.45238095238096,11.015303682448586,98.2411067193676,1281.1926386233251,938.9641372863216,332.1830773758226,141.83055355803916,109.98394162737672,253.0,2092.0,24855.0,2680255.0,50244.0,443.0,17.0,1.0
103.42578125,12.646235521235496,101.89494163424123,1279.9064158224803,853.5692594889329,324.85408505487646,160.0880392967428,116.89746076925694,257.0,2073.0,26187.0,2653246.0,57744.0,443.0,17.0,1.0
7.3139013452914785,0.9511189634864554,80.1383928571428,1288.3090052972343,16.94054612990421,6.630892455159951,67.45251476467095,65.53834675439825,224.0,1699.0,17951.0,2188837.0,64090.0,443.0,17.0,1.0
99.63576158940398,11.698060941828246,94.7623762376238,1285.9794303797496,1213.630080873867,430.1649357858116,131.8457468554493,82.22039578194978,303.0,2528.0,28713.0,3250956.0,57174.0,443.0,17.0,1.0
38.41436464088399,4.240800122156054,83.89517241379325,1288.357099236638,505.44590736353786,169.30529803557556,81.70097777554379,65.48736646422826,725.0,6550.0,60824.0,8438739.0,61605.0,443.0,17.0,1.0
85.53642384105959,9.645763344531549,89.63696369636962,1285.2809701492529,955.2757565719676,321.1272823233141,107.4934784100138,88.41048226425661,303.0,2680.0,27160.0,3444553.0,61605.0,443.0,17.0,1.0
32.291666666666686,3.709759188846649,83.77356181150556,1288.4027034638068,385.4783508810253,135.2733835002958,89.5881173524359,64.58864481269214,817.0,7102.0,68443.0,9150236.0,59372.0,443.0,17.0,1.0
17.999999999999993,2.184125269978401,84.87389380530968,1288.285020242919,153.6457831073364,52.77954503824307,82.136058934343,64.53817289765388,452.0,3705.0,38363.0,4773096.0,55409.0,443.0,17.0,1.0
2.116615410190341,15.640442532267986,1287.2644614361716,84.01842751842752,24.894219081728007,61.73663790114127,73.12637179903193,87.05388142500153,12032.0,1628.0,15488366.0,136782.0,443.0,53355.0,17.0,1.0
102.52941176470586,11.252553389043625,111.05857740585768,1284.8245939675164,1468.7600259740288,492.57096673882,104.59026056325904,90.83118632266958,239.0,2155.0,26543.0,2768797.0,61160.0,443.0,17.0,1.0
58.22198275862071,6.45077844311376,110.78709677419351,1286.0917145593855,748.7941467181369,252.5260800219891,119.183464075391,81.56983984325086,465.0,4176.0,51516.0,5370719.0,53461.0,443.0,17.0,1.0
19.53945818610132,2.1014898764803225,107.535294117647,1287.2752737458586,330.92456054781223,110.7668208590952,105.77165796744944,72.71137429862972,850.0,7854.0,91405.0,10110260.0,63869.0,443.0,17.0,1.0
102.64414414414416,11.179753086419764,105.26905829596411,1285.505429417574,1420.7673105127603,473.4009304944617,92.60596211086288,84.54380832481128,223.0,2026.0,23475.0,2604434.0,57420.0,443.0,17.0,1.0
19.286604361370696,2.141357592722181,105.65838509316772,1287.5106680657589,275.5138927554219,95.6984839066298,82.4219525539435,70.39472440070607,322.0,2859.0,34022.0,3680993.0,60486.0,443.0,17.0,1.0
20.73777064955891,2.564894564894571,109.85336538461526,1285.7665808750785,231.66155582104523,84.41989859255644,88.38348754593359,84.11950804815905,1248.0,10102.0,137097.0,12988814.0,63956.0,443.0,17.0,1.0
27.78972407231208,3.0013363486842133,107.26520912547528,1285.960119231165,295.81097653258564,100.1365218919468,98.66758870351076,83.10233449294026,1052.0,9729.0,112843.0,12511106.0,55884.0,443.0,17.0,1.0
92.84313725490198,10.005080440304829,114.22265625,1284.385103681757,852.4968509085628,284.13533199252726,134.0618281211739,93.39603101580109,256.0,2363.0,29241.0,3035002.0,54103.0,443.0,17.0,1.0
40.91460055096415,4.428826682549134,103.0137362637362,1287.2590056564454,497.55188061372775,163.88001060517988,75.01391847560852,74.07389036893628,364.0,3359.0,37497.0,4323903.0,63784.0,443.0,17.0,1.0
22.275071633237808,2.537251474765128,106.65267175572524,1287.0475150191155,229.88339545536897,80.36983221874573,101.04304912758766,74.66304785929766,1048.0,9155.0,111772.0,11782920.0,51235.0,443.0,17.0,1.0
36.77974683544303,3.753729390211991,108.32828282828274,1288.561747776031,453.8751472981985,150.38329149572405,115.59391297574378,61.872603255693406,396.0,3822.0,42898.0,4924883.0,53240.0,443.0,17.0,1.0
75.13852813852812,7.813890149795733,107.79741379310346,1286.5939201451918,767.3786933368617,250.62664215507849,109.50438285024237,76.8363670897367,232.0,2204.0,25009.0,2835653.0,63725.0,443.0,17.0,1.0
47.459051724137936,8.144654088050313,128.39784946236583,1276.5506656804753,518.6119937366268,219.8967007670538,91.2726754755698,132.65408335258786,465.0,2704.0,59705.0,3451793.0,55199.0,443.0,17.0,1.0
23.7769485903814,2.58246535639888,109.10190555095268,1286.2324760007232,272.05432243608703,91.24639320114846,101.40872778510116,81.04403777950401,1207.0,11042.0,131686.0,14202579.0,63595.0,443.0,17.0,1.0
33.37228915662649,2.5959036811513934,111.13237063778574,1286.8851528988473,401.7700582292893,90.59009932287618,105.49168550134874,76.40823925017654,831.0,7227.0,92351.0,9300319.0,55651.0,443.0,17.0,1.0
36.82896764252697,4.079073756432258,106.82153846153842,1286.9722174584126,474.7935711537845,158.9285656959343,89.96829863235446,75.9682197470194,650.0,5831.0,69434.0,7504335.0,59665.0,443.0,17.0,1.0
35.94621848739495,3.6434678522571855,108.26342281879192,1284.3935715506946,462.8599868999801,150.99135130888288,104.65963756621512,93.40524983844377,596.0,5849.0,64525.0,7512418.0,54411.0,443.0,17.0,1.0
51.00304878048779,5.762670394966791,107.32522796352596,1285.0080363382242,822.1812210427361,283.2616348798835,79.63453489658133,87.27262225923361,329.0,2862.0,35310.0,3677693.0,64955.0,443.0,17.0,1.0
3.022598870056485,28.890000000000004,1287.2750749365905,105.2541620421756,114.2493084039548,343.9191967824152,73.05645849856496,96.11580282192207,8674.0,901.0,11165824.0,94834.0,443.0,62966.0,17.0,1.0
23.388601036269453,2.548487418716428,105.98446937014675,1286.1137391632085,283.22444704983394,95.88187920542886,93.47079249944228,81.56803095114873,1159.0,10612.0,122836.0,13648239.0,64355.0,443.0,17.0,1.0
29.98289473684211,3.1155888359428143,107.27726675427064,1285.9678736727462,327.48044179725497,107.0772637995797,108.37587185781064,82.25373783879337,761.0,7346.0,81638.0,9446720.0,54054.0,443.0,17.0,1.0
48.25433526011562,4.980889817856067,104.256484149856,1288.8794029850749,810.7171697509415,262.42040539703106,96.30845455523075,58.957437869071214,347.0,3350.0,36177.0,4317746.0,49667.0,443.0,17.0,1.0
5.053574945834155,48.07765151515149,1285.1325324931045,104.86011342155015,168.8545621693671,511.1570901483176,87.27574747447945,96.655370764973,5078.0,529.0,6525903.0,55471.0,443.0,58327.0,17.0,1.0
39.53541666666663,4.831165519000266,110.81081081081078,1283.8788883222824,481.47261794707657,171.15270678159547,90.51594914460956,96.22870226706452,481.0,3922.0,53300.0,5035373.0,55122.0,443.0,17.0,1.0
63.95381062355656,7.149479166666676,112.48847926267278,1285.8255662587846,789.552740650687,266.81814095665965,116.87067172108026,83.04426080377985,434.0,3841.0,48820.0,4938856.0,49851.0,443.0,17.0,1.0
56.05555555555563,7.080282594733471,108.5818639798489,1286.801605136437,1023.410966832166,365.2378064956045,72.02515324910601,76.38755298131662,397.0,3115.0,43107.0,4008387.0,58995.0,443.0,17.0,1.0
55.26250000000008,5.872659176029948,112.59600997506232,1286.5806365338335,630.4787881837296,210.41217841083505,126.67821984871708,78.04008799258955,401.0,3739.0,45151.0,4810525.0,54979.0,443.0,17.0,1.0
44.10273972602738,4.7037646198830485,107.98803418803416,1285.25306047871,444.2456319832759,147.38751154736937,100.68291570126696,86.24820376046868,585.0,5473.0,63173.0,7034190.0,57108.0,443.0,17.0,1.0
32.5385714285714,3.3802754331408456,109.72753209700424,1286.6633106307368,394.3861856861176,129.36540875721673,118.80394990205215,77.10552709347678,701.0,6754.0,76919.0,8690124.0,55680.0,443.0,17.0,1.0
18.887518142235145,103.36111111111116,1360.482233502538,141.4901185770751,273.1385638564902,631.2151505551763,208.5051020643863,206.11453921299653,1379.0,253.0,1876105.0,35797.0,443.0,53380.0,17.0,0.0
144.06806282722505,26.8046875,162.9375,1338.629268292683,765.5268915321388,336.172686587894,251.1554372593225,256.466073387457,192.0,1025.0,31284.0,1372095.0,50488.0,443.0,17.0,0.0
48.229445506692166,217.45689655172404,1270.979007633587,202.20512820512823,460.1214325528853,957.8343997040258,370.0210907354752,316.0366232177121,524.0,117.0,665993.0,23658.0,443.0,58142.0,17.0,0.0
23.47870370370368,126.895,1346.0721554116533,156.86567164179098,315.4314307386862,722.2367573332278,240.2642957782386,244.6754316756621,1081.0,201.0,1455104.0,31530.0,443.0,55208.0,17.0,0.0
70.49725274725277,20.466773418734977,134.96712328767134,1361.221600000001,510.4220880618439,279.0057566367687,199.89432376731983,203.70570464452817,365.0,1250.0,49263.0,1701527.0,63026.0,443.0,17.0,0.0
3.6583333333333385,6.250712250712244,1346.133611022109,61.309225512528485,34.43151560502432,34.85509739602959,81.24778356780382,73.5195037422788,3121.0,1756.0,4201283.0,107659.0,63227.0,443.0,6.0,0.0
56.73511293634497,10.179941002949873,123.25204918032792,1381.176925912277,452.1790561561573,194.14193755514344,169.19471061017728,140.76415854789514,488.0,2713.0,60147.0,3747133.0,50383.0,443.0,17.0,0.0
2.68842443729903,3.4069050554870555,1348.9186756669856,61.56655710764182,22.377812922329877,20.938125128089933,74.79177617185005,92.48576104345196,3111.0,2434.0,4196486.0,149853.0,63243.0,443.0,6.0,0.0
3.142619404226997,3.877715704531351,1350.486189683859,55.94828299544896,30.92989252367997,33.81824939484461,55.38225138349678,36.03219779636236,6010.0,4834.0,8116422.0,270454.0,63243.0,443.0,6.0,0.0
10.161301369863024,46.69716088328079,1365.6757959602885,131.71023622047235,166.22681770802114,356.30295755026674,195.46274386518343,185.99016579385625,2921.0,635.0,3989139.0,83636.0,443.0,56809.0,17.0,0.0
5.172062716351061,4.412450008694141,56.503053745928256,1349.3402294854,43.484561033426495,45.53124043341131,33.9388455319311,65.93374792238423,4912.0,5752.0,277543.0,7761405.0,443.0,63269.0,6.0,0.0
2.9165451895043715,2.364952718676119,55.03661869192939,1352.8231644260568,15.038010146631192,15.394005494669772,26.60731625625912,33.43550681255403,5489.0,6769.0,302096.0,9157260.0,443.0,63269.0,6.0,0.0
89.94478527607356,16.60746606334839,156.29357798165134,1332.9287733182575,509.0303210135765,220.4668678759695,238.43060376426493,272.6466115471524,327.0,1769.0,51108.0,2357951.0,63745.0,443.0,17.0,0.0
27.07593582887697,137.69565217391303,1315.8376068376067,162.33513513513515,336.6206628728729,746.861158399838,276.4866811081547,254.63946402560617,936.0,185.0,1231624.0,30032.0,443.0,61450.0,17.0,0.0
9.300307692307678,25.842600513259253,1006.446631805598,122.47008547008558,22.999383746560408,33.05385599247485,479.822490090985,163.25580554338538,3251.0,1170.0,3271958.0,143290.0,443.0,49491.0,17.0,0.0
7.903217368558733,21.67431850789094,977.0010460251042,117.63154121863796,16.559442033697582,22.592811539059728,459.22214253627817,150.6355084077025,3824.0,1395.0,3736052.0,164096.0,443.0,49165.0,17.0,0.0
9.94925479063167,50.9712643678161,1374.4866974104327,121.2237093690248,189.0565329362538,429.6602116152149,155.83047996188031,161.57804672638972,2819.0,523.0,3874678.0,63400.0,443.0,52502.0,17.0,0.0
8.396960486322195,43.65348101265821,1351.7392889699202,135.96840442338066,113.23616282298728,256.8215728960879,215.82743043798612,196.47360827087047,3291.0,633.0,4448574.0,86068.0,443.0,65076.0,17.0,0.0
4.047498594716129,3.267755842977081,58.62910930036534,1350.2468239564423,53.93314975338894,48.8699164659074,56.87386422409604,54.707596712740205,3559.0,4408.0,208661.0,5951888.0,443.0,63367.0,6.0,0.0
4.690591454430644,3.8497149766799135,57.78030303030307,1350.3473229706362,91.431284717786,82.62714778746127,45.535224490599695,57.21917768508204,4752.0,5790.0,274572.0,7818511.0,443.0,63367.0,6.0,0.0
3.2013380057343133,2.5385878489326674,55.78229017359456,1352.3777469057832,29.99123526779853,27.874278907896223,38.22546622378872,37.953481227350224,6279.0,7918.0,350257.0,10708127.0,443.0,63367.0,6.0,0.0
2.506821582607172,3.26877379167147,1351.3971131842989,56.43091118800478,14.19718319527589,12.58535123273454,46.46869202542747,28.966968423326183,11362.0,8670.0,15354574.0,489256.0,63367.0,443.0,6.0,0.0
3.923872875092396,3.177900155632701,56.460833579662896,1351.5187933923887,29.183689423130737,27.85049121928121,37.413526058576586,43.10010724482514,6766.0,8354.0,382014.0,11290588.0,443.0,63367.0,6.0,0.0
83.52258064516134,11.9111418047882,160.54983922829567,1357.1983433041878,484.0926097641548,181.326083921871,249.29826013841057,218.22965237540768,311.0,2173.0,49931.0,2949192.0,54092.0,443.0,17.0,0.0
7.594889373636642,36.40895522388063,1371.520560747662,115.8345752608048,147.45602640955997,321.4820360008527,162.92830330282212,144.60641713767043,3210.0,671.0,4402581.0,77725.0,443.0,50486.0,17.0,0.0
5.167561349693245,24.713761467889935,1378.263561433772,116.32813932172324,101.06039274635744,221.03741273136777,154.81335029155173,144.4004832583683,5217.0,1091.0,7190401.0,126914.0,443.0,61241.0,17.0,0.0
3.391741548994432,2.7462324614585087,58.98096256684491,1345.844128853484,35.91221946937745,34.18990529591238,49.688079916269736,78.67953374925972,4675.0,5774.0,275736.0,7770904.0,443.0,63494.0,6.0,0.0
22.42545180722889,4.553516819571874,111.74717832957116,1383.246292615804,266.4851922034304,120.87582100212695,128.40102445566433,128.44837265495343,1329.0,6541.0,148512.0,9047814.0,55650.0,443.0,17.0,0.0
17.960339943342763,76.67673716012084,1351.2837933474882,133.9849397590361,276.67260531331124,565.5553516593523,221.50246866628896,200.2306594731379,1413.0,332.0,1909364.0,44483.0,443.0,59930.0,17.0,0.0
45.73731884057972,8.863266029047086,123.59674502712475,1378.8672096317307,372.7043585187327,167.57654905957318,170.6158446295692,150.38987377872076,553.0,2824.0,68349.0,3893921.0,64777.0,443.0,17.0,0.0
6.629213483146062,32.251875669882104,1366.4848017621166,126.3201284796574,135.46483069034855,301.8521363874201,191.95537799350785,172.28308442993142,4540.0,934.0,6203841.0,117983.0,443.0,64777.0,17.0,0.0
2.371537122051601,7.917876947451816,1295.217728531856,103.92713833157356,8.8575720343551,15.673432520875542,293.01787905195164,92.4882137527474,12635.0,3788.0,16365076.0,393676.0,443.0,55715.0,17.0,0.0
3.269305856832972,2.639460548209113,55.63192712287168,1349.9177758318745,7.116926785967999,6.571638313015525,4.219811253181329,47.67157267739948,9221.0,11420.0,512982.0,15416061.0,443.0,63548.0,6.0,0.0
1.7999999999999938,2.373778260440325,1351.7377110413847,54.991312931885375,6.411436285426227,6.712771623838594,39.86885496318121,7.592242089690329,13386.0,10130.0,18094361.0,557062.0,63548.0,443.0,6.0,0.0
3.0747406955460663,19.20203303684877,1389.8281647178433,112.6774603174602,100.82836810876852,250.26201622772533,102.96407100772664,131.39172483714717,9835.0,1575.0,13668960.0,177467.0,443.0,65323.0,17.0,0.0
5.734673955486123,59.497975708502,1387.440757368726,123.38383838383844,124.28475504358543,394.6151628748467,114.2126201541316,158.8844529017895,5123.0,495.0,7107859.0,61075.0,443.0,54336.0,17.0,0.0
5.646587537091984,5.052157797193543,58.23850489468996,1343.892535733192,48.03724341023682,59.16337335771244,44.24892575961279,97.28414034842832,3371.0,3778.0,196322.0,5077226.0,443.0,63610.0,6.0,0.0
2.675601304525068,14.095493562231752,1393.3171303373094,104.03378016085806,89.89340023758035,205.42208357909925,79.6790718665646,82.32201138127857,9813.0,1865.0,13672621.0,194023.0,443.0,55502.0,17.0,0.0
2.9808341608738798,13.366636931311312,1391.158474828715,102.3401694159608,83.544456216818,176.92761237249408,89.7290930326508,78.44721132485003,10071.0,2243.0,14010357.0,229549.0,443.0,63708.0,17.0,0.0
1.8358618052014315,10.988562714449095,1393.3555994646003,105.53887195121938,48.13233332251375,116.14398606225484,77.19123368154318,81.92887209031048,15689.0,2624.0,21860356.0,276934.0,443.0,63016.0,17.0,0.0
1.8358618052014315,10.988562714449095,1393.3555994646003,105.53887195121938,48.13233332251375,116.14398606225484,77.19123368154318,81.92887209031048,15689.0,2624.0,21860356.0,276934.0,443.0,63016.0,17.0,0.0
1.8358618052014315,10.988562714449095,1393.3555994646003,105.53887195121938,48.13233332251375,116.14398606225484,77.19123368154318,81.92887209031048,15689.0,2624.0,21860356.0,276934.0,443.0,63016.0,17.0,0.0
45.73731884057972,8.863266029047086,123.59674502712475,1378.8672096317307,372.7043585187327,167.57654905957318,170.6158446295692,150.38987377872076,553.0,2824.0,68349.0,3893921.0,64777.0,443.0,17.0,0.0
4.690591454430644,3.8497149766799135,57.78030303030307,1350.3473229706362,91.431284717786,82.62714778746127,45.535224490599695,57.21917768508204,4752.0,5790.0,274572.0,7818511.0,443.0,63367.0,6.0,0.0
10.161301369863024,46.69716088328079,1365.6757959602885,131.71023622047235,166.22681770802114,356.30295755026674,195.46274386518343,185.99016579385625,2921.0,635.0,3989139.0,83636.0,443.0,56809.0,17.0,0.0
18.887518142235145,103.36111111111116,1360.482233502538,141.4901185770751,273.1385638564902,631.2151505551763,208.5051020643863,206.11453921299653,1379.0,253.0,1876105.0,35797.0,443.0,53380.0,17.0,0.0
